student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout,,department,dropout,AVERAGE of study_hours_per_week,AVERAGE of attendance_rate
200803,Male,ME,Y,Primary,N,19,5.345364235,43.6684681,90698,6,24.4,47,0,5,Yes,1,,,,,
204909,Male,CS,N,None,Yes,24,5.461987056,75.30284652,34433,3,6.5,22,2,4,Yes,0,,,,,
207101,Male,CIVIL,N,Secondary,Yes,25,6.548649832,81.67841136,59338,3,17.3,11,2,2,No,0,,,,,
203533,Female,nan,Y,Primary,No,25,5.925545723,61.59796641,50361,5,5.7,37,2,4,No,1,,,,,
214991,Female,ARTS,Yes,nan,Yes,20,6.567599143,53.65827593,48270,5,8.4,38,2,6,No,1,,,,,
210052,M,ARTS,,Graduate,Y,20,4.059765617,95.04212959,32527,2,12.3,16,4,0,No,0,,,,,
202361,M,COMMERCE,nan,Secondary,nan,21,4.609436497,56.15619859,69618,2,17.9,24,1,0,N,0,,,,,
201297,NA,CS,nan,,Yes,17,6.865968794,72.53624325,35072,,12.3,5,2,2,No,0,,,,,
205683,Female,CS,nan,NA,Y,17,6.161096593,86.22583929,59189,,11.4,54,1,0,No,0,,,,,
202140,M,BIO,nan,None,-,21,4.031346928,88.45248925,69402,6,22,12,0,8,No,0,,,,,
217753,FEMALE,nan,N,Graduate,No,22,4.398170003,67.45671071,87154,6,20.7,3,2,2,Y,1,,,,,
212084,Male,CIVIL,Y,Graduate,nan,,5.672228461,62.88644884,30628,2,15.4,42,3,4,No,0,,,,,
207662,FEMALE,ARTS,No,Primary,-,23,4.197005482,78.38760198,27300,4,17.9,24,2,6,N,1,,,,,
209983,Female,,Y,Graduate,Yes,24,4.695049106,53.22748575,74535,3,5.2,17,3,9,Yes,0,,,,,
216706,NA,nan,No,Primary,-,,4.8528196,65.04578276,44886,3,8.4,38,4,9,No,1,,,,,
212376,FEMALE,CS,No,NA,nan,23,4.257364635,72.61139024,49936,5,18.7,3,1,9,Yes,0,,,,,
205770,Other,,No,Secondary,N,19,6.002094207,,58786,6,23.3,38,1,5,No,0,,,,,
211765,NA,,Yes,None,,24,5.177630594,88.23623147,58806,2,21.1,4,2,9,Yes,0,,,,,
219480,Female,ME,Y,NA,nan,26,5.597415068,52.04706607,28930,5,20.7,42,4,4,Yes,1,,,,,
205871,,BIO,No,Secondary,No,21,4.005407091,90.85230332,73310,2,14.8,40,4,1,No,0,,,,,
211498,Female,BIO,N,nan,N,17,6.419631686,63.30598259,26667,2,21.7,10,4,0,,0,,,,,
211118,Female,nan,Nope,Primary,No,24,5.360323227,78.97475019,45446,5,17.3,40,2,8,No,0,,,,,
202386,FEMALE,CIVIL,No,NA,-,23,4.764210765,82.69831864,-2604,5,13.3,18,2,6,No,0,,,,,
212619,Other,ARTS,Nope,Graduate,N,22,,77.81424699,44612,5,22.1,5,1,6,Yes,0,,,,,
213681,Other,COMMERCE,Yes,nan,N,19,4.798279511,81.66850174,43943,6,17.4,22,1,7,No,1,,,,,
202915,FEMALE,CIVIL,Yes,nan,Y,20,4.499711117,68.43574455,42940,5,20.8,19,1,6,Yes,1,,,,,
216327,Female,CIVIL,No,Secondary,nan,23,5.085559646,71.36123853,37537,2,13.1,8,4,4,No,0,,,,,
214176,,nan,Yes,NA,N,17,4.386306247,67.35178018,56073,,21.4,41,0,6,NA,1,,,,,
200474,NA,ECE,N,Secondary,Y,21,4.996021321,87.8894483,77275,4,18.6,41,2,1,Yes,0,,,,,
217829,FEMALE,ECE,nan,Postgraduate,nan,26,4.130331591,80.72128001,78802,,23.7,56,3,7,NA,0,,,,,
218636,M,CS,No,nan,No,17,4.637184907,84.54666896,58614,4,10.6,4,1,6,No,1,,,,,
203578,FEMALE,CS,Nope,NA,Y,19,5.409209223,71.56720184,37773,3,18.9,24,1,3,No,0,,,,,
219675,M,ME,Nope,,-,21,6.10397316,,18049,6,5.7,16,0,2,Yes,1,,,,,
213115,FEMALE,COMMERCE,Y,Graduate,,26,6.441729464,77.1726435,75430,3,13.8,48,3,5,No,0,,,,,
214186,M,CS,N,Secondary,nan,26,5.810454501,80.48990399,40359,3,23.4,27,3,7,Yes,0,,,,,
205589,Female,CS,N,NA,nan,16,6.90611564,51.15048587,59061,3,23.9,4,2,1,Yes,0,,,,,
214521,Male,ME,Yes,Graduate,-,23,4.474921487,68.06409727,76744,4,24.2,27,1,0,Yes,0,,,,,
205042,NA,BIO,Y,NA,Y,21,4.401622892,97.21792576,58221,6,10.6,0,4,8,nan,1,,,,,
215625,M,ME,nan,Secondary,N,19,6.539079062,75.9207615,46165,5,8.9,48,1,4,No,0,,,,,
201572,,BIO,No,Graduate,-,26,6.942886839,52.00159482,39656,5,,41,0,6,Yes,0,,,,,
206808,NA,ARTS,Y,nan,N,,6.044359529,88.7860542,30687,4,14.1,9,0,9,Y,1,,,,,
206532,NA,BIO,Nope,NA,Yes,20,,59.64508255,57380,5,21.1,33,1,3,No,1,,,,,
218542,FEMALE,CIVIL,No,Graduate,nan,24,5.801396366,77.95563524,34690,6,,11,3,9,nan,1,,,,,
201433,Male,nan,No,Primary,No,23,6.520246239,81.65697028,55548,4,24.1,44,3,6,Y,0,,,,,
202864,,BIO,N,Secondary,nan,25,5.749173741,91.49885313,48767,6,12.7,18,4,4,No,0,,,,,
200538,NA,ARTS,Y,Secondary,nan,17,5.751581133,77.04090449,38481,2,16.5,29,0,5,N,0,,,,,
219037,Male,ECE,N,Postgraduate,No,23,4.911666505,70.93659859,45881,6,5.6,16,3,9,No,1,,,,,
217584,FEMALE,ME,N,NA,No,22,6.272130179,68.35412242,79768,4,23.6,24,3,4,No,0,,,,,
205564,Female,ME,Yes,None,Yes,17,6.185030549,61.80173626,38958,4,,40,0,5,No,0,,,,,
209282,M,BIO,No,Primary,-,19,4.272771222,64.51612158,52137,4,16.5,7,4,0,No,1,,,,,
213442,FEMALE,ECE,No,Primary,Y,24,6.42994086,69.22886789,38095,5,16.6,29,0,0,NA,0,,,,,
