age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,dropout,Unnamed: 17,department.1,dropout.1,AVERAGE of study_hours_per_week,AVERAGE of attendance_rate,gender_male,gender_other,department_BIO,department_CIVIL,department_COMMERCE,department_CS,department_ECE,department_ME,scholarship_yes,parental_education_Postgraduate,parental_education_Primary,parental_education_Secondary,extra_curricular_yes,sports_participation_yes
26.0,6.514953048,57.74195207,60778.0,5.0,11.9,30,4,7,1,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,True,False,False,False,False,False,True,True
23.0,5.622436844,68.69067393,50391.0,6.0,14.4,15,0,5,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,True,False,False,False,True
23.0,4.37398847,60.54405386,76612.0,2.0,9.3,4,2,4,1,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,False,False,False
17.0,6.210098087,90.82730369,40583.0,3.0,8.0,34,2,5,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,True,False,False,False,False,True
21.0,5.376263386,72.39002071,55452.0,3.0,14.8,38,2,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,True,False
17.0,4.567097545,72.08232356,55493.0,3.0,7.9,32,4,4,0,, Total,0.5,15.042362955000002,74.93740904,False,True,True,False,False,False,False,False,False,False,False,True,False,True
22.0,6.920039429,100.0,50391.0,2.0,8.1,17,4,0,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,False,False,False,True
21.0,6.684026181,85.48842833,15918.0,2.0,7.6,34,3,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,True,False,False,False
23.0,6.790012124,86.96689707,54987.0,5.0,6.2,20,0,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,True,True,False
25.0,4.171005728,83.89966416,59444.0,4.0,12.8,14,4,8,1,, Total,0.5,15.042362955000002,74.93740904,False,True,True,False,False,False,False,False,False,False,False,False,False,False
26.0,4.945652392,65.55490433,25849.0,2.0,20.1,26,4,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,True,True,False,False,False,True
18.0,4.761247286,72.38083077,36723.0,2.0,18.5,26,0,2,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,True,False,False,False,True,False,False,True,True
21.0,5.466104638,88.86746082,24968.0,2.0,7.3,1,4,2,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,True,False,False,False,False,False,False,False,True,True
24.0,6.028956535,90.23785716,56945.0,3.0,10.4,10,4,9,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,True,False,False,False,False,True,False,True,True
24.0,6.390839257,75.99496428,58359.0,2.0,21.6,7,1,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.0,4.335330365,65.7013469,21265.0,6.0,21.0,24,4,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,True,False,False,False,False
16.0,4.700623052,59.30301334,15097.0,6.0,22.2,0,1,2,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,False,True
26.0,6.982753194,65.51181709,24225.0,6.0,17.1,23,2,4,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,True,False,False,True,True,False
24.0,6.677911529,57.40472388,29648.0,5.0,14.4,16,0,9,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,6.537049119,84.92707295,15266.0,4.0,6.5,38,0,9,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,True,True,False,False,False,False,False
17.0,4.704428554,75.09409398,66227.0,4.0,15.2,2,4,9,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,True,False,False,False,False,False,True
21.0,5.582933403,75.09409398,32594.0,3.0,19.4,3,0,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,False,True
21.0,6.960243589,81.49411218,63003.0,6.0,24.3,23,3,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,False,False,False,False,True,False
23.0,5.952613082,88.13052384,87763.0,3.0,14.6,6,3,4,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,True,True,True,False,False,False,False
23.0,5.509995241,80.15846798,52895.0,5.0,20.7,57,1,0,1,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,True,False,False,False,False,False
18.0,5.500271303,78.55011105,27113.0,6.0,19.8,27,2,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,False,False,False,False,False,False
17.0,4.586764257,73.01074774,37099.0,5.0,13.5,42,0,3,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,False,True,False,False,False,True,False
24.0,6.731259638,80.64843588,56022.0,4.0,7.9,9,4,3,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,False,False
22.0,4.660754381,81.71340043,81930.0,6.0,8.7,34,2,6,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,True,False,False,True,False,False
18.0,4.721404046,87.39132763,12981.0,2.0,14.6,7,2,1,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,True,False,False,False,False,False,False,False,False,False
21.0,4.250031896,68.59903289,55649.0,4.0,8.5,47,4,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,False,False,False,False
26.0,5.500271303,66.24364456,29489.0,4.0,12.0,38,0,5,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,True,False,False,False,False
26.0,4.916014103,90.45684705,32983.0,4.0,24.9,47,4,2,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,True,True
19.0,6.523125005,45.26230488,65884.0,4.0,18.0,17,2,3,1,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,True,True,False,False,False,True
19.0,5.315604934,77.78585646,33356.0,4.0,19.9,0,2,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
19.0,6.275329538,78.47622543,40505.0,5.0,17.1,32,1,4,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,True,False,False,False,False
24.0,4.772035935,63.49007283,37161.0,5.0,12.1,45,2,3,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,True,False,False,False,True,True
25.0,6.925640788,84.81167743,80021.0,5.0,8.7,6,1,0,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,True,False,True
22.0,5.832097541,60.87077168,43952.0,3.0,9.9,33,1,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,True
21.0,6.251251578,55.52120879,73308.0,5.0,17.9,37,3,8,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,True,False,False,False
25.0,4.397576487,100.0,35457.0,4.0,13.6,20,2,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,True,False,False
19.0,6.526786985,68.84560888,28805.0,4.0,6.7,48,3,9,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,True,True,False,False,False,False
25.0,5.128902045,95.14405403,48409.0,3.0,8.3,1,3,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21.0,5.124667585,92.37245296,69509.0,3.0,7.6,51,1,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,True,False,False
19.0,6.985223964,66.85187776,29673.0,6.0,15.4,35,0,4,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
26.0,5.073387867,78.33981171,41814.0,2.0,20.6,44,2,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,5.500271303,74.27553916,45026.0,5.0,9.9,45,3,0,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,True,False,False,True,False
25.0,5.474496689,75.72427145,35526.0,5.0,21.4,32,2,3,1,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,False,False,False,False,True,False
21.0,5.865521249,75.09409398,74683.0,3.0,24.7,43,0,0,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,True,False,False
17.0,5.5229031,54.174323,70616.0,3.0,13.9,8,4,4,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,False,False,True,False
20.0,6.853157047,97.49464433,31795.0,3.0,6.3,22,1,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,True,False,False,False,False,False
18.0,4.903891345,61.98512057,62372.0,5.0,7.0,56,3,2,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,False,False,False,False,True,False
24.0,4.935491451,75.09409398,48011.0,2.0,14.9,38,4,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,True,False,False
21.0,4.849113528,80.23248538,10043.0,3.0,5.1,23,0,9,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,True,False,False,False,False
21.0,5.535252246,70.15772025,65765.0,4.0,15.8,30,2,4,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
19.0,6.287953873,71.83785536,49705.0,2.0,5.8,21,2,2,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,False,False,True,False
18.0,6.913920476,68.09949752,42329.0,4.0,15.1,24,2,1,0,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21.0,6.643959794,95.4550517,33242.0,5.0,21.8,32,0,1,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,False,False,False,False,False,False
20.0,6.730297592,75.20312383,50044.0,5.0,15.1,48,1,0,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,True,False
21.0,4.915175342,86.23072549,73396.0,2.0,15.4,51,1,5,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,False,False,True
18.0,5.71333908,67.69640756,37543.0,2.0,6.7,22,2,3,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,True,False,False,False,False,False
23.0,5.034232152,72.56523135,54051.0,5.0,23.3,31,4,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,True,True,False,False,True,False
20.0,5.776314227,85.37402443,49976.0,4.0,13.0,43,3,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,False,False,False
22.0,4.868948029,73.01928138,55644.0,2.0,8.8,44,0,9,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,True,False,False,False,True,False
26.0,5.92018577,94.68248668,37320.0,4.0,22.4,11,0,2,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,False,True,False,True,False,False,False
25.0,5.279146891,63.61906568,74581.0,4.0,19.4,31,1,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,False,False,False,False,False,True
24.0,4.744531342,60.27514418,52296.0,5.0,18.7,27,3,7,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,True,False,False,False,False,False,False,False,False
23.0,5.334475455,64.24481214,32094.0,6.0,6.3,37,2,2,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,True,False,True,False
22.0,4.203877628,96.08204567,67171.0,4.0,24.2,34,4,9,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,False,False
26.0,6.074431458,74.44296043,31930.0,2.0,12.7,48,0,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,True
18.0,4.118177991,77.37774197,80570.0,3.0,15.1,48,1,4,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,False,False,False,False,False,False
16.0,6.706783304,72.27678926,37060.0,5.0,7.4,12,1,7,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.0,5.087267027,91.56820968,59274.0,4.0,17.2,54,4,0,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,False,False,False,False,False,True
17.0,5.534980119,71.62041055,36284.0,6.0,20.9,51,0,3,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,True,False
22.0,5.314623378,71.24411474,41898.0,2.0,9.3,33,4,4,0,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,True,False,False,False,False,False
20.0,4.457290899,85.96064729,37812.0,6.0,21.2,32,1,9,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,True,False,False,False,False,True,False
16.0,6.825243025,68.90318533,20117.0,3.0,12.3,53,1,7,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.0,6.097243392,86.50298734,80353.0,5.0,22.7,39,1,7,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,True,False,True,False,False,False
22.0,4.247314581,100.0,58613.0,5.0,21.8,47,1,8,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21.0,5.376263386,72.39002071,55452.0,3.0,14.8,38,2,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,True,False
23.0,4.556744917,100.0,46916.0,5.0,24.4,19,1,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
19.0,6.308878087,55.51204866,64750.0,4.0,8.1,42,0,9,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,True,False,False,False,False,True
21.0,4.307053967,67.00695155,34925.0,3.0,13.5,30,2,9,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,True,False
24.0,4.620640958,80.77138014,46145.0,4.0,16.1,2,0,9,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,True,False,False,True,True
19.0,4.695441352,62.34387402,40448.0,2.0,13.4,21,4,6,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,True,False,False,False,True,True,False
25.0,5.114097286,78.16542495,42663.0,4.0,23.5,10,2,3,1,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,True,False,False,False
19.0,4.639419285,78.8012948,80212.0,5.0,22.2,43,1,1,1,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,True,False,False,False,False,False,True,False
19.0,5.581523909,56.78748219,65031.0,3.0,9.8,29,3,4,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,True,False,True,False
18.0,6.075542825,61.06461768,43545.0,6.0,13.3,5,2,4,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,False,False,False,False,False,False
24.0,4.605929744,79.78632767,23901.0,5.0,11.5,34,3,0,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,True,False,False
19.0,4.443175782,71.32684872,38104.0,4.0,16.6,25,4,8,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,True,False,False,False,False,False
16.0,6.78907526,58.30551498,47627.0,6.0,21.6,9,4,0,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,True,False,False,True,False
22.0,4.665751883,53.33655745,25902.0,6.0,20.2,36,0,6,1,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,False,False,True
23.0,4.119075609,83.62401724,43761.0,6.0,8.4,17,0,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,True,True,False
19.0,6.701206932,78.56145799,8039.0,2.0,7.2,17,1,8,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,True,False,False,False,False,False,False,False,False
22.0,6.31123598,46.12414696,70722.0,6.0,13.4,52,4,1,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,False,True,False,True
18.0,5.500271303,92.68632634,68018.0,4.0,9.0,1,0,8,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
16.0,6.196100945,69.00993728,67378.0,2.0,18.7,59,3,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
20.0,5.500271303,78.05849968,43907.0,6.0,23.2,45,4,3,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,True,False,False,False,False,False,False,False,True
26.0,6.94632593,78.43445993,62987.0,5.0,24.4,43,0,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,True,False,False,True
18.0,4.990778812,83.51382303,13536.0,5.0,19.4,36,0,6,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,False,False,True,False
16.0,5.282099391,63.02020707,74735.0,3.0,14.6,10,1,9,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,True,True,False,False,False,False
21.0,4.459276313,75.09409398,71943.0,3.0,17.0,28,1,0,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,False,False,True
20.0,6.170938124,51.08418967,44489.0,4.0,8.1,24,4,1,1,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,False,False,False,True,False,False
25.0,4.698555383,77.38195414,26003.0,5.0,15.0,14,4,6,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,True,False,True
20.0,4.360789635,75.89828514,45578.0,4.0,14.9,51,1,6,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,True,False,False,False,False
21.0,5.467979028,68.47469247,493140.0,6.0,17.8,18,3,9,1,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,False,True,True
21.0,5.500271303,83.62957622,60363.0,3.0,9.0,58,1,0,0,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,True,False,False,True,False,False
20.0,5.544095616,81.47455863,30462.0,6.0,20.1,26,0,2,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,True,False,False,False,False,False,False,False,True
17.0,5.167948305,61.31787698,64625.0,6.0,19.6,28,1,4,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,True,False,True,False
23.0,5.193422951,98.44749727,50550.0,3.0,20.7,22,2,2,0,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,False,False,False,False,True,False
23.0,6.813838677,64.97442928,91812.0,4.0,7.2,22,4,7,1,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,False,True,False,False,True,True
26.0,4.437928758,83.83124508,34598.0,3.0,6.4,6,3,1,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,True,False,False,True,False,False,False
23.0,4.786191608,70.70832971,60043.0,3.0,17.7,24,1,6,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,False,False,True
26.0,6.7126436,82.30210159,60068.0,5.0,8.8,19,4,3,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,False,False,False,False,False,False
21.0,6.427683012,80.88135778,45903.0,2.0,9.1,24,0,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,False,False,False
19.0,6.196470527,77.74795719,44101.0,6.0,19.6,33,1,4,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,5.946512307,64.67799553,38899.0,6.0,13.7,58,4,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,False,True,False,False,False,True
20.0,5.132884114,75.09409398,42297.0,4.0,19.9,8,1,9,1,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,False,True,False,False,True,False
16.0,5.73489903,68.8125253,85728.0,3.0,23.4,11,4,2,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,True,True,False
20.0,5.369158766,70.70831921,59167.0,4.0,9.3,1,3,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,False,False,False,True,False,True
